"Statistic","Chrom","Gene name","Population","stat"
"Fu.Li.F","chr3","MCF2L2","CIM, NZM","Fu and Li's F"
"Fu.Li.F","chr3","MIR15B","NZM, SAM","Fu and Li's F"
"Fu.Li.F","chr3","MIR16-2","NZM, SAM","Fu and Li's F"
"Fu.Li.F","chr3","MIR191","NZM","Fu and Li's F"
"Fu.Li.F","chr3","MIR425","NZM","Fu and Li's F"
"Fu.Li.F","chr3","MIR4271","CIM, NZM, SAM","Fu and Li's F"
"Fu.Li.F","chr3","MIR4793","CIM","Fu and Li's F"
"Fu.Li.F","chr3","MIR548G","CIM, SAM","Fu and Li's F"
"Fu.Li.F","chr3","MIR711","CIM, NZM, TON","Fu and Li's F"
"Fu.Li.F","chr3","MIR922","NZM","Fu and Li's F"
"Fu.Li.F","chr3","MLH1","SAM","Fu and Li's F"
"Fu.Li.F","chr3","MORC1","NZM","Fu and Li's F"
"Fu.Li.F","chr3","MRPL47","SAM","Fu and Li's F"
"Fu.Li.F","chr3","MSL2","SAM","Fu and Li's F"
"Fu.Li.F","chr3","MST1","NZM","Fu and Li's F"
"Fu.Li.F","chr3","MUC4","CIM","Fu and Li's F"
"Fu.Li.F","chr3","MYD88","CIM","Fu and Li's F"
"Fu.Li.F","chr3","MYLK","TON","Fu and Li's F"
"Fu.Li.F","chr3","MYRIP","CIM","Fu and Li's F"
"Fu.Li.F","chr3","NCKIPSD","CIM","Fu and Li's F"
"Fu.Li.F","chr3","NDUFAF3","NZM","Fu and Li's F"
"Fu.Li.F","chr3","NDUFB5","SAM","Fu and Li's F"
"Fu.Li.F","chr3","NISCH","CIM, NZM","Fu and Li's F"
"Fu.Li.F","chr3","OXSR1","CIM, TON","Fu and Li's F"
"Fu.Li.F","chr3","P4HTM","NZM","Fu and Li's F"
"Fu.Li.F","chr3","PARP3","CIM, NZM, TON","Fu and Li's F"
"Fu.Li.F","chr3","PBRM1","CIM","Fu and Li's F"
"Fu.Li.F","chr3","PCBP4","NZM","Fu and Li's F"
"Fu.Li.F","chr3","PFKFB4","CIM, NZM, TON","Fu and Li's F"
"Fu.Li.F","chr3","PHF7","CIM, NZM","Fu and Li's F"
"Fu.Li.F","chr3","PIK3CB","SAM","Fu and Li's F"
"Fu.Li.F","chr3","PIK3R4","CIM","Fu and Li's F"
"Fu.Li.F","chr3","PPP2R3A","SAM","Fu and Li's F"
"Fu.Li.F","chr3","QARS","NZM","Fu and Li's F"
"Fu.Li.F","chr3","QRICH1","NZM","Fu and Li's F"
"Fu.Li.F","chr3","RAB43","CIM","Fu and Li's F"
"Fu.Li.F","chr3","RBM6","CIM","Fu and Li's F"
"Fu.Li.F","chr3","RNF123","NZM","Fu and Li's F"
"Fu.Li.F","chr3","ROBO1","CIM, NZM","Fu and Li's F"
"Fu.Li.F","chr3","ROBO2","CIM","Fu and Li's F"
"Fu.Li.F","chr3","RRP9","CIM, NZM, TON","Fu and Li's F"
"Fu.Li.F","chr3","RUBCN","NZM","Fu and Li's F"
"Fu.Li.F","chr3","SCAP","CIM","Fu and Li's F"
"Fu.Li.F","chr3","SEMA3G","CIM, NZM","Fu and Li's F"
"Fu.Li.F","chr3","SI","TON","Fu and Li's F"
"Fu.Li.F","chr3","SLC25A38","CIM","Fu and Li's F"
"Fu.Li.F","chr3","SLC26A6","CIM, NZM","Fu and Li's F"
"Fu.Li.F","chr3","SLC35A5","CIM","Fu and Li's F"
"Fu.Li.F","chr3","SLC4A7","CIM, NZM, TON","Fu and Li's F"
"Fu.Li.F","chr3","SMC4","NZM, SAM","Fu and Li's F"
"Fu.Li.F","chr3","SPICE1","CIM, NZM","Fu and Li's F"
"Fu.Li.F","chr3","STAB1","CIM","Fu and Li's F"
"Fu.Li.F","chr3","STAG1","SAM","Fu and Li's F"
"Fu.Li.F","chr3","TBC1D5","SAM, TON","Fu and Li's F"
"Fu.Li.F","chr3","TCAIM","CIM","Fu and Li's F"
"Fu.Li.F","chr3","TMCC1","NZM","Fu and Li's F"
"Fu.Li.F","chr3","TMEM89","CIM, NZM","Fu and Li's F"
"Fu.Li.F","chr3","TNIK","TON","Fu and Li's F"
"Fu.Li.F","chr3","TNNC1","NZM","Fu and Li's F"
"Fu.Li.F","chr3","TOPAZ1","NZM","Fu and Li's F"
"Fu.Li.F","chr3","TOPBP1","SAM","Fu and Li's F"
"Fu.Li.F","chr3","TTC14","SAM","Fu and Li's F"
"Fu.Li.F","chr3","UBXN7","TON","Fu and Li's F"
"Fu.Li.F","chr3","UCN2","CIM, NZM, TON","Fu and Li's F"
"Fu.Li.F","chr3","UQCRC1","CIM, NZM, TON","Fu and Li's F"
"Fu.Li.F","chr3","USP19","NZM, SAM","Fu and Li's F"
"Fu.Li.F","chr3","USP4","CIM, NZM, SAM","Fu and Li's F"
"Fu.Li.F","chr3","VPS8","TON","Fu and Li's F"
"Fu.Li.F","chr3","WDR6","NZM","Fu and Li's F"
"Fu.Li.F","chr3","ZBTB20","SAM, TON","Fu and Li's F"
"Fu.Li.F","chr3","ZNF445","SAM","Fu and Li's F"
"Fu.Li.F","chr4","ACOX3","NZM","Fu and Li's F"
"Fu.Li.F","chr4","ADH4","SAM, TON","Fu and Li's F"
"Fu.Li.F","chr4","ADH5","SAM","Fu and Li's F"
"Fu.Li.F","chr4","ANK2","CIM, SAM","Fu and Li's F"
"Fu.Li.F","chr4","ARHGEF38","CIM, SAM","Fu and Li's F"
"Fu.Li.F","chr4","BANK1","NZM","Fu and Li's F"
"Fu.Li.F","chr4","C4orf22","NZM","Fu and Li's F"
"Fu.Li.F","chr4","C4orf26","CIM","Fu and Li's F"
"Fu.Li.F","chr4","C4orf45","CIM, NZM, SAM, TON","Fu and Li's F"
"Fu.Li.F","chr4","CBR4","CIM, SAM","Fu and Li's F"
"Fu.Li.F","chr4","CCDC158","SAM","Fu and Li's F"
"Fu.Li.F","chr4","CDKL2","CIM","Fu and Li's F"
"Fu.Li.F","chr4","CDS1","NZM","Fu and Li's F"
"Fu.Li.F","chr4","CLCN3","SAM","Fu and Li's F"
"Fu.Li.F","chr4","CLGN","NZM, SAM, TON","Fu and Li's F"
"Fu.Li.F","chr4","DCHS2","CIM, NZM","Fu and Li's F"
"Fu.Li.F","chr4","DDX60","SAM","Fu and Li's F"
"Fu.Li.F","chr4","FAM184B","SAM","Fu and Li's F"
"Fu.Li.F","chr4","FGFR3","CIM, NZM, SAM","Fu and Li's F"
"Fu.Li.F","chr4","FNIP2","CIM, NZM, SAM, TON","Fu and Li's F"
"Fu.Li.F","chr4","FREM3","NZM","Fu and Li's F"
"Fu.Li.F","chr4","FRYL","CIM","Fu and Li's F"
"Fu.Li.F","chr4","GRID2","CIM","Fu and Li's F"
"Fu.Li.F","chr4","GSTCD","CIM, SAM","Fu and Li's F"
"Fu.Li.F","chr4","HADH","NZM","Fu and Li's F"
"Fu.Li.F","chr4","INTS12","CIM, SAM","Fu and Li's F"
"Fu.Li.F","chr4","JCHAIN","NZM","Fu and Li's F"
"Fu.Li.F","chr4","LAP3","SAM","Fu and Li's F"
"Fu.Li.F","chr4","LCORL","NZM","Fu and Li's F"
"Fu.Li.F","chr4","LEF1","CIM, NZM","Fu and Li's F"
"Fu.Li.F","chr4","LETM1","CIM, NZM, SAM","Fu and Li's F"
"Fu.Li.F","chr4","LIMCH1","TON","Fu and Li's F"
"Fu.Li.F","chr4","LOC100507053","SAM, TON","Fu and Li's F"
"Fu.Li.F","chr4","LRBA","CIM","Fu and Li's F"
"Fu.Li.F","chr4","LRP2BP","NZM","Fu and Li's F"
"Fu.Li.F","chr4","MAPK10","NZM","Fu and Li's F"
"Fu.Li.F","chr4","MED28","SAM","Fu and Li's F"
"Fu.Li.F","chr4","METAP1","SAM","Fu and Li's F"
"Fu.Li.F","chr4","MGAT4D","NZM, SAM, TON","Fu and Li's F"
"Fu.Li.F","chr4","MTTP","CIM","Fu and Li's F"
"Fu.Li.F","chr4","NEK1","NZM, SAM","Fu and Li's F"
"Fu.Li.F","chr4","NR3C2","TON","Fu and Li's F"
"Fu.Li.F","chr4","PALLD","CIM, SAM","Fu and Li's F"
"Fu.Li.F","chr4","PARM1","NZM","Fu and Li's F"
"Fu.Li.F","chr4","PDE6B","SAM, TON","Fu and Li's F"
"Fu.Li.F","chr4","PPEF2","CIM","Fu and Li's F"
"Fu.Li.F","chr4","PTPN13","NZM","Fu and Li's F"
"Fu.Li.F","chr4","RAPGEF2","SAM, TON","Fu and Li's F"
"Fu.Li.F","chr4","RGS12","TON","Fu and Li's F"
"Fu.Li.F","chr4","SH3RF1","CIM, SAM, TON","Fu and Li's F"
"Fu.Li.F","chr4","SLC10A7","TON","Fu and Li's F"
"Fu.Li.F","chr4","SLC2A9","TON","Fu and Li's F"
"Fu.Li.F","chr4","SMARCAD1","SAM","Fu and Li's F"
"Fu.Li.F","chr4","SNX25","NZM","Fu and Li's F"
"Fu.Li.F","chr4","SPOCK3","TON","Fu and Li's F"
"Fu.Li.F","chr4","TRMT44","NZM","Fu and Li's F"
"Fu.Li.F","chr4","UGT8","CIM, SAM","Fu and Li's F"
"Fu.Li.F","chr4","UTP3","NZM","Fu and Li's F"
"Fu.Li.F","chr4","WDFY3","NZM, SAM, TON","Fu and Li's F"
"Fu.Li.F","chr4","WHSC1","NZM","Fu and Li's F"
"Fu.Li.F","chr4","YTHDC1","TON","Fu and Li's F"
"Fu.Li.F","chr4","ZGRF1","CIM","Fu and Li's F"
"Fu.Li.F","chr4","ZNF141","NZM","Fu and Li's F"
"Fu.Li.F","chr5","ACSL6","CIM","Fu and Li's F"
"Fu.Li.F","chr5","ADCY2","SAM","Fu and Li's F"
"Fu.Li.F","chr5","ADGRV1","CIM, NZM","Fu and Li's F"
"Fu.Li.F","chr5","ANKDD1B","TON","Fu and Li's F"
"Fu.Li.F","chr5","ANKHD1","NZM","Fu and Li's F"
"Fu.Li.F","chr5","ANKHD1-EIF4EBP3","NZM","Fu and Li's F"
"Fu.Li.F","chr5","ANKRD31","CIM, NZM","Fu and Li's F"
"Fu.Li.F","chr5","ARSK","TON","Fu and Li's F"
"Fu.Li.F","chr5","ATG10","CIM","Fu and Li's F"
"Fu.Li.F","chr5","ATP10B","NZM","Fu and Li's F"
"Fu.Li.F","chr5","BRD8","CIM, NZM","Fu and Li's F"
"Fu.Li.F","chr5","CCDC152","SAM","Fu and Li's F"
"Fu.Li.F","chr5","CDC23","CIM, NZM","Fu and Li's F"
"Fu.Li.F","chr5","CHD1","CIM, TON","Fu and Li's F"
"Fu.Li.F","chr5","COL4A3BP","SAM, TON","Fu and Li's F"
"Fu.Li.F","chr5","CSNK1G3","SAM, TON","Fu and Li's F"
"Fu.Li.F","chr5","DIAPH1","NZM","Fu and Li's F"
"Fu.Li.F","chr5","DMXL1","CIM","Fu and Li's F"
"Fu.Li.F","chr5","EGFLAM","TON","Fu and Li's F"
"Fu.Li.F","chr5","EMB","CIM","Fu and Li's F"
"Fu.Li.F","chr5","EPB41L4A","NZM, TON","Fu and Li's F"
"Fu.Li.F","chr5","EPB41L4A-AS2","NZM, TON","Fu and Li's F"
"Fu.Li.F","chr5","ERCC8","TON","Fu and Li's F"
"Fu.Li.F","chr5","FAM13B","NZM","Fu and Li's F"
"Fu.Li.F","chr5","FAM151B","TON","Fu and Li's F"
"Fu.Li.F","chr5","FAM174A","CIM","Fu and Li's F"
"Fu.Li.F","chr5","FAXDC2","SAM","Fu and Li's F"
"Fu.Li.F","chr5","FER","NZM, TON","Fu and Li's F"
"Fu.Li.F","chr5","FNIP1","CIM","Fu and Li's F"
"Fu.Li.F","chr5","GEMIN5","CIM","Fu and Li's F"
"Fu.Li.F","chr5","GHR","CIM, SAM","Fu and Li's F"
"Fu.Li.F","chr5","HAVCR1","SAM","Fu and Li's F"
"Fu.Li.F","chr5","HAVCR2","SAM","Fu and Li's F"
"Fu.Li.F","chr5","HINT1","CIM, TON","Fu and Li's F"
"Fu.Li.F","chr5","HK3","NZM","Fu and Li's F"
"Fu.Li.F","chr5","HMGCR","TON","Fu and Li's F"
"Fu.Li.F","chr5","KIAA0141","NZM","Fu and Li's F"
"Fu.Li.F","chr5","KIF20A","CIM, NZM","Fu and Li's F"
"Fu.Li.F","chr5","LARP1","SAM","Fu and Li's F"
"Fu.Li.F","chr5","LOC100505841","NZM","Fu and Li's F"
"Fu.Li.F","chr5","LYRM7","TON","Fu and Li's F"
"Fu.Li.F","chr5","MEIKIN","CIM","Fu and Li's F"
"Fu.Li.F","chr5","MRPL22","CIM","Fu and Li's F"
"Fu.Li.F","chr5","NDUFAF2","TON","Fu and Li's F"
"Fu.Li.F","chr5","NME5","CIM, NZM","Fu and Li's F"
"Fu.Li.F","chr5","NR3C1","CIM, NZM, SAM","Fu and Li's F"
"Fu.Li.F","chr5","NREP","NZM, TON","Fu and Li's F"
"Fu.Li.F","chr5","NREP-AS1","NZM, TON","Fu and Li's F"
"Fu.Li.F","chr5","PCDH12","NZM","Fu and Li's F"
"Fu.Li.F","chr5","PCDHB1","CIM, NZM","Fu and Li's F"
"Fu.Li.F","chr5","PCDHB10","TON","Fu and Li's F"
"Fu.Li.F","chr5","PCDHB11","TON","Fu and Li's F"
"Fu.Li.F","chr5","PCDHB12","TON","Fu and Li's F"
"Fu.Li.F","chr5","PCDHB13","TON","Fu and Li's F"
"Fu.Li.F","chr5","PCDHB14","TON","Fu and Li's F"
"Fu.Li.F","chr5","PCDHB2","CIM","Fu and Li's F"
"Fu.Li.F","chr5","PCDHB3","CIM","Fu and Li's F"
"Fu.Li.F","chr5","PCDHB4","CIM","Fu and Li's F"
"Fu.Li.F","chr5","PCDHB5","CIM","Fu and Li's F"
"Fu.Li.F","chr5","PCDHGA1","NZM, TON","Fu and Li's F"
"Fu.Li.F","chr5","PCDHGA2","NZM, TON","Fu and Li's F"
"Fu.Li.F","chr5","PCDHGA3","NZM, TON","Fu and Li's F"
"Fu.Li.F","chr5","PCDHGA4","NZM, TON","Fu and Li's F"
"Fu.Li.F","chr5","PCDHGA5","NZM, TON","Fu and Li's F"
"Fu.Li.F","chr5","PCDHGA6","NZM, TON","Fu and Li's F"
"Fu.Li.F","chr5","PCDHGA7","NZM, TON","Fu and Li's F"
"Fu.Li.F","chr5","PCDHGA8","TON","Fu and Li's F"
"Fu.Li.F","chr5","PCDHGB1","NZM, TON","Fu and Li's F"
"Fu.Li.F","chr5","PCDHGB2","NZM, TON","Fu and Li's F"
"Fu.Li.F","chr5","PCDHGB3","NZM, TON","Fu and Li's F"
"Fu.Li.F","chr5","PCDHGB4","TON","Fu and Li's F"
"Fu.Li.F","chr5","PDE6A","CIM","Fu and Li's F"
"Fu.Li.F","chr5","PPIP5K2","CIM","Fu and Li's F"
"Fu.Li.F","chr5","RAPGEF6","CIM","Fu and Li's F"
"Fu.Li.F","chr5","RBM22","TON","Fu and Li's F"
"Fu.Li.F","chr5","RGMB","TON","Fu and Li's F"
"Fu.Li.F","chr5","RNF14","NZM","Fu and Li's F"
"Fu.Li.F","chr5","SELENOP","SAM","Fu and Li's F"
"Fu.Li.F","chr5","SIL1","NZM, TON","Fu and Li's F"
"Fu.Li.F","chr5","SMIM15","TON","Fu and Li's F"
"Fu.Li.F","chr5","TBCA","CIM, SAM","Fu and Li's F"
"Fu.Li.F","chr5","TENM2","TON","Fu and Li's F"
"Fu.Li.F","chr5","TIMD4","SAM","Fu and Li's F"
"Fu.Li.F","chr5","TMEM232","CIM, NZM","Fu and Li's F"
"Fu.Li.F","chr5","TTC37","TON","Fu and Li's F"
"Fu.Li.F","chr5","UIMC1","NZM","Fu and Li's F"
"Fu.Li.F","chr5","UNC5A","NZM","Fu and Li's F"
"Fu.Li.F","chr5","ZNF474","NZM","Fu and Li's F"
"Fu.Li.F","chr5","ZSWIM6","CIM, NZM","Fu and Li's F"
"Fu.Li.F","chr6","ABHD16A","CIM, TON","Fu and Li's F"
"Fu.Li.F","chr6","ADCY10P1","NZM","Fu and Li's F"
"Fu.Li.F","chr6","ADGRB3","CIM, SAM, TON","Fu and Li's F"
"Fu.Li.F","chr6","AHI1","NZM, SAM","Fu and Li's F"
"Fu.Li.F","chr6","AKAP12","SAM","Fu and Li's F"
"Fu.Li.F","chr6","APOM","CIM, TON","Fu and Li's F"
"Fu.Li.F","chr6","ARID1B","CIM","Fu and Li's F"
"Fu.Li.F","chr6","BACH2","TON","Fu and Li's F"
"Fu.Li.F","chr6","BAG2","NZM","Fu and Li's F"
"Fu.Li.F","chr6","BTBD9","SAM, TON","Fu and Li's F"
"Fu.Li.F","chr6","BTN1A1","SAM","Fu and Li's F"
"Fu.Li.F","chr6","BTN2A1","SAM","Fu and Li's F"
"Fu.Li.F","chr6","BTN2A3P","SAM","Fu and Li's F"
"Fu.Li.F","chr6","BTN3A1","SAM","Fu and Li's F"
"Fu.Li.F","chr6","BTN3A3","SAM","Fu and Li's F"
"Fu.Li.F","chr6","BVES","NZM, SAM","Fu and Li's F"
"Fu.Li.F","chr6","BVES-AS1","NZM, SAM","Fu and Li's F"
"Fu.Li.F","chr6","C6orf106","CIM","Fu and Li's F"
"Fu.Li.F","chr6","C6orf25","CIM","Fu and Li's F"
"Fu.Li.F","chr6","C6orf47","CIM, TON","Fu and Li's F"
"Fu.Li.F","chr6","CDC40","TON","Fu and Li's F"
"Fu.Li.F","chr6","CEP162","CIM, NZM","Fu and Li's F"
"Fu.Li.F","chr6","CLIC1","CIM","Fu and Li's F"
"Fu.Li.F","chr6","CMTR1","TON","Fu and Li's F"
"Fu.Li.F","chr6","CSNK2B","CIM, TON","Fu and Li's F"
"Fu.Li.F","chr6","CYB5R4","NZM","Fu and Li's F"
"Fu.Li.F","chr6","CYP39A1","SAM, TON","Fu and Li's F"
"Fu.Li.F","chr6","DDAH2","CIM","Fu and Li's F"
"Fu.Li.F","chr6","DEF6","CIM, NZM, TON","Fu and Li's F"
"Fu.Li.F","chr6","ENPP3","TON","Fu and Li's F"
"Fu.Li.F","chr6","EYS","TON","Fu and Li's F"
"Fu.Li.F","chr6","FKBP5","TON","Fu and Li's F"
"Fu.Li.F","chr6","FRK","SAM","Fu and Li's F"
"Fu.Li.F","chr6","GLTSCR1L","TON","Fu and Li's F"
"Fu.Li.F","chr6","GPANK1","CIM, TON","Fu and Li's F"
"Fu.Li.F","chr6","GPRC6A","NZM","Fu and Li's F"
"Fu.Li.F","chr6","GSTA5","SAM","Fu and Li's F"
"Fu.Li.F","chr6","GTPBP2","NZM","Fu and Li's F"
"Fu.Li.F","chr6","HACE1","SAM","Fu and Li's F"
"Fu.Li.F","chr6","HCG11","SAM","Fu and Li's F"
"Fu.Li.F","chr6","HEBP2","CIM, NZM","Fu and Li's F"
"Fu.Li.F","chr6","HEY2","SAM","Fu and Li's F"
"Fu.Li.F","chr6","HINT3","SAM","Fu and Li's F"
"Fu.Li.F","chr6","HIST1H1B","CIM, SAM","Fu and Li's F"
"Fu.Li.F","chr6","HIST1H2AL","SAM","Fu and Li's F"
"Fu.Li.F","chr6","HIST1H2AM","CIM, SAM","Fu and Li's F"
"Fu.Li.F","chr6","HIST1H2BO","CIM, SAM","Fu and Li's F"
"Fu.Li.F","chr6","HIST1H3I","CIM, SAM","Fu and Li's F"
"Fu.Li.F","chr6","HIST1H3J","CIM, SAM","Fu and Li's F"
"Fu.Li.F","chr6","HIST1H4L","CIM, SAM","Fu and Li's F"
"Fu.Li.F","chr6","HMGN4","SAM","Fu and Li's F"
"Fu.Li.F","chr6","HSPA1A","CIM","Fu and Li's F"
"Fu.Li.F","chr6","HSPA1L","CIM","Fu and Li's F"
"Fu.Li.F","chr6","HTR1E","CIM","Fu and Li's F"
"Fu.Li.F","chr6","IP6K3","CIM, TON","Fu and Li's F"
"Fu.Li.F","chr6","IRAK1BP1","NZM","Fu and Li's F"
"Fu.Li.F","chr6","ITPR3","TON","Fu and Li's F"
"Fu.Li.F","chr6","KATNA1","CIM","Fu and Li's F"
"Fu.Li.F","chr6","KLHL32","SAM","Fu and Li's F"
"Fu.Li.F","chr6","LAMA2","CIM","Fu and Li's F"
"Fu.Li.F","chr6","LATS1","CIM","Fu and Li's F"
"Fu.Li.F","chr6","LEMD2","CIM, TON","Fu and Li's F"
"Fu.Li.F","chr6","LIN28B","NZM, SAM","Fu and Li's F"
"Fu.Li.F","chr6","LOC285819","SAM","Fu and Li's F"
"Fu.Li.F","chr6","LSM2","CIM","Fu and Li's F"
"Fu.Li.F","chr6","LY6G5B","CIM, TON","Fu and Li's F"
"Fu.Li.F","chr6","LY6G5C","CIM, TON","Fu and Li's F"
"Fu.Li.F","chr6","LY6G6C","CIM","Fu and Li's F"
"Fu.Li.F","chr6","LY6G6D","CIM","Fu and Li's F"
"Fu.Li.F","chr6","LY6G6E","CIM","Fu and Li's F"
"Fu.Li.F","chr6","LY6G6F","CIM","Fu and Li's F"
"Fu.Li.F","chr6","MAD2L1BP","NZM","Fu and Li's F"
"Fu.Li.F","chr6","MAP3K5","NZM","Fu and Li's F"
"Fu.Li.F","chr6","MAP7","NZM, SAM","Fu and Li's F"
"Fu.Li.F","chr6","MCM9","SAM","Fu and Li's F"
"Fu.Li.F","chr6","MED23","TON","Fu and Li's F"
"Fu.Li.F","chr6","METTL24","TON","Fu and Li's F"
"Fu.Li.F","chr6","MFSD4B","SAM","Fu and Li's F"
"Fu.Li.F","chr6","MIR4646","CIM","Fu and Li's F"
"Fu.Li.F","chr6","MIR548H3","SAM","Fu and Li's F"
"Fu.Li.F","chr6","MIR586","NZM","Fu and Li's F"
"Fu.Li.F","chr6","MSH5-SAPCD1","CIM, SAM","Fu and Li's F"
"Fu.Li.F","chr6","NFYA","NZM","Fu and Li's F"
"Fu.Li.F","chr6","NHSL1","CIM, NZM","Fu and Li's F"
"Fu.Li.F","chr6","NUP153","TON","Fu and Li's F"
"Fu.Li.F","chr6","NUP43","CIM","Fu and Li's F"
"Fu.Li.F","chr6","OR2B2","CIM, SAM","Fu and Li's F"
"Fu.Li.F","chr6","PHACTR1","CIM, TON","Fu and Li's F"
"Fu.Li.F","chr6","PHIP","NZM","Fu and Li's F"
"Fu.Li.F","chr6","POLH","NZM, TON","Fu and Li's F"
"Fu.Li.F","chr6","POPDC3","SAM","Fu and Li's F"
"Fu.Li.F","chr6","PPARD","CIM, NZM, TON","Fu and Li's F"
"Fu.Li.F","chr6","PREP","SAM, TON","Fu and Li's F"
"Fu.Li.F","chr6","PTCHD4","TON","Fu and Li's F"
"Fu.Li.F","chr6","PTPRK","SAM, TON","Fu and Li's F"
"Fu.Li.F","chr6","REV3L","SAM","Fu and Li's F"
"Fu.Li.F","chr6","RREB1","NZM, SAM","Fu and Li's F"
"Fu.Li.F","chr6","RRP36","CIM","Fu and Li's F"
"Fu.Li.F","chr6","RSPH3","NZM","Fu and Li's F"
"Fu.Li.F","chr6","RSPH9","NZM","Fu and Li's F"
"Fu.Li.F","chr6","RUNX2","NZM, SAM, TON","Fu and Li's F"
"Fu.Li.F","chr6","SCUBE3","NZM","Fu and Li's F"
"Fu.Li.F","chr6","SHPRH","CIM, TON","Fu and Li's F"
"Fu.Li.F","chr6","SLC22A16","CIM","Fu and Li's F"
"Fu.Li.F","chr6","SMAP1","CIM","Fu and Li's F"
"Fu.Li.F","chr6","SNRPC","CIM","Fu and Li's F"
"Fu.Li.F","chr6","SNX9","TON","Fu and Li's F"
"Fu.Li.F","chr6","SUPT3H","NZM, SAM, TON","Fu and Li's F"
"Fu.Li.F","chr6","TBC1D32","NZM, TON","Fu and Li's F"
"Fu.Li.F","chr6","THEMIS","SAM","Fu and Li's F"
"Fu.Li.F","chr6","TRIM38","CIM","Fu and Li's F"
"Fu.Li.F","chr6","TRMT11","CIM, SAM, TON","Fu and Li's F"
"Fu.Li.F","chr6","UQCC2","CIM, TON","Fu and Li's F"
"Fu.Li.F","chr6","UTRN","TON","Fu and Li's F"
"Fu.Li.F","chr6","VARS","CIM","Fu and Li's F"
"Fu.Li.F","chr6","VWA7","CIM","Fu and Li's F"
"Fu.Li.F","chr6","XPO5","NZM","Fu and Li's F"
"Fu.Li.F","chr6","ZBTB2","SAM","Fu and Li's F"
"Fu.Li.F","chr6","ZNF311","SAM","Fu and Li's F"
"Fu.Li.F","chr6","ZNF322","SAM","Fu and Li's F"
"Fu.Li.F","chr6","ZNF451","NZM","Fu and Li's F"
"Fu.Li.F","chr6","ZNF76","NZM, TON","Fu and Li's F"
"Fu.Li.F","chr7","ABCA13","NZM","Fu and Li's F"
"Fu.Li.F","chr7","ABCB4","TON","Fu and Li's F"
"Fu.Li.F","chr7","ACHE","CIM","Fu and Li's F"
"Fu.Li.F","chr7","ACTL6B","SAM","Fu and Li's F"
"Fu.Li.F","chr7","ADCK2","NZM","Fu and Li's F"
"Fu.Li.F","chr7","AGBL3","CIM, NZM","Fu and Li's F"
"Fu.Li.F","chr7","AGFG2","NZM, SAM","Fu and Li's F"
"Fu.Li.F","chr7","AP4M1","NZM","Fu and Li's F"
"Fu.Li.F","chr7","AQP1","NZM","Fu and Li's F"
"Fu.Li.F","chr7","ARHGEF5","TON","Fu and Li's F"
"Fu.Li.F","chr7","ARMC10","NZM","Fu and Li's F"
"Fu.Li.F","chr7","ARPC1A","CIM","Fu and Li's F"
"Fu.Li.F","chr7","ARPC1B","CIM","Fu and Li's F"
"Fu.Li.F","chr7","ATP5J2","NZM","Fu and Li's F"
"Fu.Li.F","chr7","ATP5J2-PTCD1","CIM, NZM","Fu and Li's F"
"Fu.Li.F","chr7","BMPER","TON","Fu and Li's F"
"Fu.Li.F","chr7","BRAF","TON","Fu and Li's F"
"Fu.Li.F","chr7","BUD31","CIM, NZM","Fu and Li's F"
"Fu.Li.F","chr7","C7orf34","TON","Fu and Li's F"
"Fu.Li.F","chr7","C7orf43","NZM","Fu and Li's F"
"Fu.Li.F","chr7","C7orf69","TON","Fu and Li's F"
"Fu.Li.F","chr7","CALN1","SAM, TON","Fu and Li's F"
"Fu.Li.F","chr7","CASP2","NZM","Fu and Li's F"
"Fu.Li.F","chr7","CAV1","CIM, SAM, TON","Fu and Li's F"
"Fu.Li.F","chr7","CAV2","CIM, SAM, TON","Fu and Li's F"
"Fu.Li.F","chr7","CBLL1","SAM","Fu and Li's F"
"Fu.Li.F","chr7","CCM2","NZM","Fu and Li's F"
"Fu.Li.F","chr7","CEP41","SAM","Fu and Li's F"
"Fu.Li.F","chr7","CFTR","SAM","Fu and Li's F"
"Fu.Li.F","chr7","CHRM2","CIM, SAM","Fu and Li's F"
"Fu.Li.F","chr7","CNPY4","NZM","Fu and Li's F"
"Fu.Li.F","chr7","CNTNAP2","CIM, SAM","Fu and Li's F"
"Fu.Li.F","chr7","CPSF4","CIM, NZM","Fu and Li's F"
"Fu.Li.F","chr7","CROT","NZM, TON","Fu and Li's F"
"Fu.Li.F","chr7","CTTNBP2","CIM, NZM, SAM, TON","Fu and Li's F"
"Fu.Li.F","chr7","CYP3A43","CIM","Fu and Li's F"
"Fu.Li.F","chr7","CYP3A5","CIM","Fu and Li's F"
"Fu.Li.F","chr7","CYP3A7","CIM","Fu and Li's F"
"Fu.Li.F","chr7","CYP3A7-CYP3A51P","CIM","Fu and Li's F"
"Fu.Li.F","chr7","CYP51A1","CIM, SAM","Fu and Li's F"
"Fu.Li.F","chr7","CYTH3","SAM","Fu and Li's F"
"Fu.Li.F","chr7","DENND2A","NZM","Fu and Li's F"
"Fu.Li.F","chr7","DGKI","SAM","Fu and Li's F"
"Fu.Li.F","chr7","DPY19L2P3","TON","Fu and Li's F"
"Fu.Li.F","chr7","DTX2","NZM","Fu and Li's F"
"Fu.Li.F","chr7","ELMO1","NZM","Fu and Li's F"
"Fu.Li.F","chr7","EPHB6","TON","Fu and Li's F"
"Fu.Li.F","chr7","EPO","NZM","Fu and Li's F"
